"","No","ExpNo","ExtractionType","FileNumber","PhotoCode","NA.","ExpCode","Host","HostVariety","Treatment","Condition","Dilution","isolateRepNumber","techRep","ExpCode.1","ExposureTreatment","sampleNumber","chl","ES8_digital_WBonly_T_tuk"
"415",415,"ES8","Digital",480,"DSC_0560.ES8_31.sample3.WB_only.clean.jpg.chl.csv","DSC_0560","ES8_31","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep1_IsolateRep3","WB_only","sample3",37.291,3.54863564312615
"416",416,"ES8","Digital",3,"DSC_0001.ES8_32.sample3.WB_only.clean.jpg.chl.csv","DSC_0001","ES8_32","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep2_IsolateRep3","WB_only","sample3",64.623,4.30165414925841
"417",417,"ES8","Digital",12,"DSC_0007.ES8_33.sample3.WB_only.clean.jpg.chl.csv","DSC_0007","ES8_33","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep3_IsolateRep3","WB_only","sample3",28.934,3.24707983773657
"418",418,"ES8","Digital",18,"DSC_0011.ES8_34.sample3.WB_only.clean.jpg.chl.csv","DSC_0011","ES8_34","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep1_IsolateRep4","WB_only","sample3",56.03,4.09210923110698
"419",419,"ES8","Digital",183,"DSC_0122.ES8_35.sample3.WB_only.clean.jpg.chl.csv","DSC_0122","ES8_35","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep2_IsolateRep4","WB_only","sample3",22.338,2.96596143847134
"420",420,"ES8","Digital",453,"DSC_0542.ES8_36.sample3.WB_only.clean.jpg.chl.csv","DSC_0542","ES8_36","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep3_IsolateRep4","WB_only","sample3",59.263,4.17324874417568
"421",421,"ES8","Digital",399,"DSC_0505.ES8_37.sample3.WB_only.clean.jpg.chl.csv","DSC_0505","ES8_37","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep1_IsolateRep1","WB_only","sample3",79.531,4.62580962161507
"422",422,"ES8","Digital",321,"DSC_0448.ES8_38.sample3.WB_only.clean.jpg.chl.csv","DSC_0448","ES8_38","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep2_IsolateRep1","WB_only","sample3",63.457,4.27432792245236
"423",423,"ES8","Digital",474,"DSC_0556.ES8_39.sample3.WB_only.clean.jpg.chl.csv","DSC_0556","ES8_39","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep3_IsolateRep1","WB_only","sample3",119.818,5.33928032710265
"424",424,"ES8","Digital",306,"DSC_0438.ES8_40.sample3.WB_only.clean.jpg.chl.csv","DSC_0438","ES8_40","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep1_IsolateRep2","WB_only","sample3",79.615,4.62751904494312
"425",425,"ES8","Digital",204,"DSC_0370.ES8_41.sample3.WB_only.clean.jpg.chl.csv","DSC_0370","ES8_41","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep2_IsolateRep2","WB_only","sample3",45.661,3.80926245736081
"426",426,"ES8","Digital",60,"DSC_0040.ES8_42.sample3.WB_only.clean.jpg.chl.csv","DSC_0040","ES8_42","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep3_IsolateRep2","WB_only","sample3",50.107,3.93517853398486
"427",427,"ES8","Digital",408,"DSC_0511.ES8_43.sample3.WB_only.clean.jpg.chl.csv","DSC_0511","ES8_43","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep1_IsolateRep3","WB_only","sample3",73.389,4.49749655661544
"428",428,"ES8","Digital",141,"DSC_0094.ES8_44.sample3.WB_only.clean.jpg.chl.csv","DSC_0094","ES8_44","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep2_IsolateRep3","WB_only","sample3",81.868,4.6729374019521
"429",429,"ES8","Digital",90,"DSC_0060.ES8_45.sample3.WB_only.clean.jpg.chl.csv","DSC_0060","ES8_45","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep3_IsolateRep3","WB_only","sample3",89.108,4.81360936774122
"430",430,"ES8","Digital",402,"DSC_0507.ES8_46.sample3.WB_only.clean.jpg.chl.csv","DSC_0507","ES8_46","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep1_IsolateRep4","WB_only","sample3",43.364,3.74106511627674
"431",431,"ES8","Digital",93,"DSC_0062.ES8_47.sample3.WB_only.clean.jpg.chl.csv","DSC_0062","ES8_47","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep2_IsolateRep4","WB_only","sample3",75.853,4.54978072669189
"432",432,"ES8","Digital",126,"DSC_0084.ES8_48.sample3.WB_only.clean.jpg.chl.csv","DSC_0084","ES8_48","soybean","AG4632","DMCC2126","Shaking","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_25fold_stemRep3_IsolateRep4","WB_only","sample3",138.032,5.61038833922443
"433",433,"ES8","Digital",48,"DSC_0032.ES8_49.sample3.WB_only.clean.jpg.chl.csv","DSC_0032","ES8_49","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep1_IsolateRep1","WB_only","sample3",93.225,4.89030940319766
"434",434,"ES8","Digital",NA,NA,NA,"ES8_50","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep2_IsolateRep1",NA,"sample3",NA,NA
"435",435,"ES8","Digital",348,"DSC_0470.ES8_51.sample3.WB_only.clean.jpg.chl.csv","DSC_0470","ES8_51","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep3_IsolateRep1","WB_only","sample3",117.573,5.3040506171626
"436",436,"ES8","Digital",462,"DSC_0548.ES8_52.sample3.WB_only.clean.jpg.chl.csv","DSC_0548","ES8_52","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep1_IsolateRep2","WB_only","sample3",138.822,5.62160599846351
"437",437,"ES8","Digital",123,"DSC_0082.ES8_53.sample3.WB_only.clean.jpg.chl.csv","DSC_0082","ES8_53","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep2_IsolateRep2","WB_only","sample3",128.651,5.47387162791386
"438",438,"ES8","Digital",171,"DSC_0114.ES8_54.sample3.WB_only.clean.jpg.chl.csv","DSC_0114","ES8_54","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep3_IsolateRep2","WB_only","sample3",156.918,5.86793733765566
"439",439,"ES8","Digital",162,"DSC_0108.ES8_55.sample3.WB_only.clean.jpg.chl.csv","DSC_0108","ES8_55","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep1_IsolateRep3","WB_only","sample3",149.063,5.76340912946901
"440",440,"ES8","Digital",312,"DSC_0442.ES8_56.sample3.WB_only.clean.jpg.chl.csv","DSC_0442","ES8_56","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep2_IsolateRep3","WB_only","sample3",85.731,4.74895726363639
"441",441,"ES8","Digital",336,"DSC_0462.ES8_57.sample3.WB_only.clean.jpg.chl.csv","DSC_0462","ES8_57","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep3_IsolateRep3","WB_only","sample3",167.373,6.00191568530807
"442",442,"ES8","Digital",465,"DSC_0550.ES8_58.sample3.WB_only.clean.jpg.chl.csv","DSC_0550","ES8_58","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep1_IsolateRep4","WB_only","sample3",186.799,6.23707679551546
"443",443,"ES8","Digital",300,"DSC_0434.ES8_59.sample3.WB_only.clean.jpg.chl.csv","DSC_0434","ES8_59","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep2_IsolateRep4","WB_only","sample3",68.034,4.37979821230118
"444",444,"ES8","Digital",255,"DSC_0404.ES8_60.sample3.WB_only.clean.jpg.chl.csv","DSC_0404","ES8_60","soybean","AG4632","DMCC2127","Shaking","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_100fold_stemRep3_IsolateRep4","WB_only","sample3",29.417,3.2659492596084
"445",445,"ES8","Digital",243,"DSC_0396.ES8_61.sample3.WB_only.clean.jpg.chl.csv","DSC_0396","ES8_61","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep1","WB_only","sample3",199.661,6.384143416869
"446",446,"ES8","Digital",NA,NA,NA,"ES8_62","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep1",NA,"sample3",NA,NA
"447",447,"ES8","Digital",165,"DSC_0110.ES8_63.sample3.WB_only.clean.jpg.chl.csv","DSC_0110","ES8_63","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep1","WB_only","sample3",67.006,4.35652080659727
"448",448,"ES8","Digital",537,"DSC_0601.ES8_64.sample3.WB_only.clean.jpg.chl.csv","DSC_0601","ES8_64","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep2","WB_only","sample3",42.108,3.70277749084074
"449",449,"ES8","Digital",NA,NA,NA,"ES8_65","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep2",NA,"sample3",NA,NA
"450",450,"ES8","Digital",378,"DSC_0491.ES8_66.sample3.WB_only.clean.jpg.chl.csv","DSC_0491","ES8_66","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep2","WB_only","sample3",46.427,3.83150783107063
"451",451,"ES8","Digital",483,"DSC_0562.ES8_67.sample3.WB_only.clean.jpg.chl.csv","DSC_0562","ES8_67","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep3","WB_only","sample3",105.574,5.1079300562376
"452",452,"ES8","Digital",420,"DSC_0520.ES8_68.sample3.WB_only.clean.jpg.chl.csv","DSC_0520","ES8_68","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep3","WB_only","sample3",93.342,4.89245664421952
"453",453,"ES8","Digital",369,"DSC_0484.ES8_69.sample3.WB_only.clean.jpg.chl.csv","DSC_0484","ES8_69","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep3","WB_only","sample3",56.356,4.10042673198785
"454",454,"ES8","Digital",330,"DSC_0456.ES8_70.sample3.WB_only.clean.jpg.chl.csv","DSC_0456","ES8_70","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep1_IsolateRep4","WB_only","sample3",52.612,4.00294556237966
"455",455,"ES8","Digital",516,"DSC_0587.ES8_71.sample3.WB_only.clean.jpg.chl.csv","DSC_0587","ES8_71","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep2_IsolateRep4","WB_only","sample3",137.643,5.60484936941089
"456",456,"ES8","Digital",351,"DSC_0472.ES8_72.sample3.WB_only.clean.jpg.chl.csv","DSC_0472","ES8_72","soybean","AG4632","DMCC2127","Shaking","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Shaking_25fold_stemRep3_IsolateRep4","WB_only","sample3",36.855,3.53405859147368
"457",457,"ES8","Digital",435,"DSC_0530.ES8_73.sample3.WB_only.clean.jpg.chl.csv","DSC_0530","ES8_73","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep1","WB_only","sample3",108.656,5.15963285551466
"458",458,"ES8","Digital",210,"DSC_0374.ES8_74.sample3.WB_only.clean.jpg.chl.csv","DSC_0374","ES8_74","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep1","WB_only","sample3",48.875,3.90103969631928
"459",459,"ES8","Digital",33,"DSC_0022.ES8_75.sample3.WB_only.clean.jpg.chl.csv","DSC_0022","ES8_75","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep1","WB_only","sample3",61.332,4.22367501349465
"460",460,"ES8","Digital",276,"DSC_0418.ES8_76.sample3.WB_only.clean.jpg.chl.csv","DSC_0418","ES8_76","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep2","WB_only","sample3",36.283,3.51476356776122
"461",461,"ES8","Digital",108,"DSC_0072.ES8_77.sample3.WB_only.clean.jpg.chl.csv","DSC_0072","ES8_77","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep2","WB_only","sample3",112.391,5.22102818120334
"462",462,"ES8","Digital",222,"DSC_0382.ES8_78.sample3.WB_only.clean.jpg.chl.csv","DSC_0382","ES8_78","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep2","WB_only","sample3",78.76,4.61006445660055
"463",463,"ES8","Digital",324,"DSC_0452.ES8_79.sample3.WB_only.clean.jpg.chl.csv","DSC_0452","ES8_79","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep3","WB_only","sample3",21.565,2.92962688095178
"464",464,"ES8","Digital",237,"DSC_0392.ES8_80.sample3.WB_only.clean.jpg.chl.csv","DSC_0392","ES8_80","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep3","WB_only","sample3",35.172,3.47671404938889
"465",465,"ES8","Digital",42,"DSC_0028.ES8_81.sample3.WB_only.clean.jpg.chl.csv","DSC_0028","ES8_81","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep3","WB_only","sample3",47.131,3.85174324032609
"466",466,"ES8","Digital",198,"DSC_0366.ES8_82.sample3.WB_only.clean.jpg.chl.csv","DSC_0366","ES8_82","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep1_IsolateRep4","WB_only","sample3",28.489,3.22951288657088
"467",467,"ES8","Digital",105,"DSC_0070.ES8_83.sample3.WB_only.clean.jpg.chl.csv","DSC_0070","ES8_83","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep2_IsolateRep4","WB_only","sample3",52.58,4.00209325006384
"468",468,"ES8","Digital",99,"DSC_0066.ES8_84.sample3.WB_only.clean.jpg.chl.csv","DSC_0066","ES8_84","soybean","AG4632","DMCC2165","Shaking","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_100fold_stemRep3_IsolateRep4","WB_only","sample3",89.022,4.81198285707081
"469",469,"ES8","Digital",177,"DSC_0118.ES8_85.sample3.WB_only.clean.jpg.chl.csv","DSC_0118","ES8_85","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep1","WB_only","sample3",46.543,3.83485573364631
"470",470,"ES8","Digital",390,"DSC_0499.ES8_86.sample3.WB_only.clean.jpg.chl.csv","DSC_0499","ES8_86","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep1","WB_only","sample3",64.924,4.30865622286942
"471",471,"ES8","Digital",216,"DSC_0378.ES8_87.sample3.WB_only.clean.jpg.chl.csv","DSC_0378","ES8_87","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep1","WB_only","sample3",50.225,3.93841957107475
"472",472,"ES8","Digital",NA,NA,NA,"ES8_88","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep2",NA,"sample3",NA,NA
"473",473,"ES8","Digital",366,"DSC_0482.ES8_89.sample3.WB_only.clean.jpg.chl.csv","DSC_0482","ES8_89","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep2","WB_only","sample3",100.874,5.0271603132758
"474",474,"ES8","Digital",45,"DSC_0029.ES8_90.sample3.WB_only.clean.jpg.chl.csv","DSC_0029","ES8_90","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep2","WB_only","sample3",60.603,4.20603558963867
"475",475,"ES8","Digital",498,"DSC_0575.ES8_91.sample3.WB_only.clean.jpg.chl.csv","DSC_0575","ES8_91","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep3","WB_only","sample3",82.551,4.68654529173912
"476",476,"ES8","Digital",144,"DSC_0096.ES8_92.sample3.WB_only.clean.jpg.chl.csv","DSC_0096","ES8_92","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep3","WB_only","sample3",162.188,5.93617302984254
"477",477,"ES8","Digital",393,"DSC_0501.ES8_93.sample3.WB_only.clean.jpg.chl.csv","DSC_0501","ES8_93","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep3","WB_only","sample3",170.217,6.03741495514352
"478",478,"ES8","Digital",411,"DSC_0513.ES8_94.sample3.WB_only.clean.jpg.chl.csv","DSC_0513","ES8_94","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep1_IsolateRep4","WB_only","sample3",94.614,4.91568891614184
"479",479,"ES8","Digital",78,"DSC_0052.ES8_95.sample3.WB_only.clean.jpg.chl.csv","DSC_0052","ES8_95","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep2_IsolateRep4","WB_only","sample3",105.345,5.1040494649166
"480",480,"ES8","Digital",6,"DSC_0003.ES8_96.sample3.WB_only.clean.jpg.chl.csv","DSC_0003","ES8_96","soybean","AG4632","DMCC2165","Shaking","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Shaking_25fold_stemRep3_IsolateRep4","WB_only","sample3",81.988,4.67533357568181
"481",481,"ES8","Digital",138,"DSC_0092.ES8_97.sample3.WB_only.clean.jpg.chl.csv","DSC_0092","ES8_97","soybean","AG4632","control","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample3",331.061,7.62022522958293
"482",482,"ES8","Digital",156,"DSC_0104.ES8_98.sample3.WB_only.clean.jpg.chl.csv","DSC_0104","ES8_98","soybean","AG4632","control","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample3",323.562,7.55936175191432
"483",483,"ES8","Digital",285,"DSC_0424.ES8_99.sample3.WB_only.clean.jpg.chl.csv","DSC_0424","ES8_99","soybean","AG4632","control","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample3",302.587,7.38410039796823
"484",484,"ES8","Digital",528,"DSC_0595.ES8_100.sample3.WB_only.clean.jpg.chl.csv","DSC_0595","ES8_100","soybean","AG4632","control","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep2","WB_only","sample3",151.407,5.79496855921961
"485",485,"ES8","Digital",387,"DSC_0497.ES8_101.sample3.WB_only.clean.jpg.chl.csv","DSC_0497","ES8_101","soybean","AG4632","control","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample3",214.221,6.543373560091
"486",486,"ES8","Digital",327,"DSC_0454.ES8_102.sample3.WB_only.clean.jpg.chl.csv","DSC_0454","ES8_102","soybean","AG4632","control","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample3",120.019,5.34241352722203
"487",487,"ES8","Digital",168,"DSC_0112.ES8_103.sample3.WB_only.clean.jpg.chl.csv","DSC_0112","ES8_103","soybean","AG4632","control","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep3","WB_only","sample3",333.246,7.63779030763615
"488",488,"ES8","Digital",207,"DSC_0372.ES8_104.sample3.WB_only.clean.jpg.chl.csv","DSC_0372","ES8_104","soybean","AG4632","control","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample3",415.241,8.24907172718325
"489",489,"ES8","Digital",249,"DSC_0400.ES8_105.sample3.WB_only.clean.jpg.chl.csv","DSC_0400","ES8_105","soybean","AG4632","control","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample3",120.67,5.35253800287542
"490",490,"ES8","Digital",519,"DSC_0589.ES8_106.sample3.WB_only.clean.jpg.chl.csv","DSC_0589","ES8_106","soybean","AG4632","control","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample3",202.891,6.42010267880742
"491",491,"ES8","Digital",354,"DSC_0474.ES8_107.sample3.WB_only.clean.jpg.chl.csv","DSC_0474","ES8_107","soybean","AG4632","control","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample3",323.492,7.55878931947048
"492",492,"ES8","Digital",27,"DSC_0018.ES8_108.sample3.WB_only.clean.jpg.chl.csv","DSC_0018","ES8_108","soybean","AG4632","control","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_control_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample3",132.065,5.52428031377882
"493",493,"ES8","Digital",189,"DSC_0126.ES8_109.sample3.WB_only.clean.jpg.chl.csv","DSC_0126","ES8_109","soybean","AG4632","control","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep1","WB_only","sample3",131.486,5.51579135459429
"494",494,"ES8","Digital",102,"DSC_0068.ES8_110.sample3.WB_only.clean.jpg.chl.csv","DSC_0068","ES8_110","soybean","AG4632","control","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample3",395.427,8.10911037906163
"495",495,"ES8","Digital",NA,NA,NA,"ES8_111","soybean","AG4632","control","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep1",NA,"sample3",NA,NA
"496",496,"ES8","Digital",225,"DSC_0384.ES8_112.sample3.WB_only.clean.jpg.chl.csv","DSC_0384","ES8_112","soybean","AG4632","control","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample3",248.263,6.88999964734562
"497",497,"ES8","Digital",219,"DSC_0380.ES8_113.sample3.WB_only.clean.jpg.chl.csv","DSC_0380","ES8_113","soybean","AG4632","control","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample3",200.983,6.39890648839386
"498",498,"ES8","Digital",NA,NA,NA,"ES8_114","soybean","AG4632","control","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep3_IsolateRep2",NA,"sample3",NA,NA
"499",499,"ES8","Digital",315,"DSC_0444.ES8_115.sample3.WB_only.clean.jpg.chl.csv","DSC_0444","ES8_115","soybean","AG4632","control","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_control_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample3",142.642,5.67527090146518
